CLIENTNUM,churn_flag,Months_Inactive_12_mon,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio,Total_Relationship_Count,Contacts_Count_12_mon,Credit_Limit,Months_on_book,churn_probability,risk_decile,cluster_label
715297908,1,2,2534,52,0.782,4,3,1438.3,22,0.9675291,9,Contacted but fragile
813234108,0,1,3895,70,0.415,4,3,2922.0,40,0.0010503002,2,Lower-risk active
711027183,0,3,4946,80,0.086,4,1,6943.0,45,0.001975368,3,Lower-risk active
718812708,1,3,1882,48,0.006,5,4,34516.0,44,0.92457783,9,Dormant high-risk
709505808,1,3,1918,31,0.506,5,4,4345.0,33,0.94279575,9,Dormant high-risk
711267633,1,4,2271,36,0.074,5,4,4248.0,40,0.9956546,10,Dormant high-risk
719613783,0,2,4211,64,0.0,3,2,1438.3,42,0.006954809,6,Lower-risk active
719035758,0,1,4917,78,0.636,5,2,2383.0,43,0.0006939215,1,Lower-risk active
708473133,0,2,4588,68,0.0,4,3,1677.0,45,0.004894652,5,Lower-risk active
712996833,0,2,4309,86,0.472,4,2,2392.0,33,0.0007121792,1,Lower-risk active
720963258,1,2,2675,37,0.0,3,3,3474.0,40,0.99702674,10,Contacted but fragile
819606258,0,3,3876,55,0.186,5,3,8737.0,43,0.029259305,7,Lower-risk active
714634983,1,3,2403,48,0.0,3,3,3517.0,36,0.9945939,10,Dormant high-risk
806428908,0,3,5049,75,0.0,3,3,13397.0,55,0.011378716,6,Lower-risk active
710903358,0,2,3709,77,0.218,5,1,6352.0,55,0.00082524965,1,Lower-risk active
712676208,0,3,4084,79,0.741,6,3,1787.0,36,0.0009499631,2,Lower-risk active
709005633,1,2,2112,52,0.0,3,4,18734.0,51,0.713122,9,Contacted but fragile
712102983,0,3,3832,87,0.0,6,3,1438.3,36,0.0024429476,4,Lower-risk active
754480233,0,2,4742,62,0.0,5,4,3525.0,43,0.19144619,8,Lower-risk active
719042208,0,3,4565,65,0.605,4,4,2067.0,33,0.0045442,5,Lower-risk active
716251608,0,1,4355,87,0.0,6,4,2051.0,36,0.0015259869,3,Lower-risk active
715537383,0,1,3934,78,0.069,5,2,27378.0,30,0.00097055285,2,Lower-risk active
709460883,1,2,2437,46,0.0,5,4,1614.0,28,0.9934841,10,Contacted but fragile
789325008,0,3,3645,82,0.253,5,1,7862.0,38,0.0011496454,2,Lower-risk active
719195733,0,1,4948,85,0.444,5,3,4284.0,36,0.0017103618,3,Lower-risk active
787665258,1,2,2393,36,0.0,1,2,1438.3,37,0.9983114,10,Mono-product exposed
710226708,0,2,4573,93,0.473,5,1,1438.3,49,0.00021828327,1,Lower-risk active
711982383,0,3,4694,79,0.081,3,2,21805.0,49,0.0049233306,5,Lower-risk active
716345283,0,1,4277,66,0.407,5,4,4712.0,36,0.0017117474,3,Lower-risk active
816850458,1,2,2448,40,0.0,6,4,1698.0,28,0.983478,10,Contacted but fragile
710842308,0,3,4150,83,0.41,4,4,2264.0,26,0.0010861952,2,Lower-risk active
713132133,0,2,5103,81,0.623,3,4,2720.0,39,0.0014070361,3,Lower-risk active
788874333,0,1,4313,67,0.083,3,4,15631.0,40,0.00096286775,2,Lower-risk active
717987258,0,2,4503,67,0.65,5,4,2594.0,36,0.0021205875,3,Lower-risk active
793712658,1,2,1821,36,0.168,4,3,15011.0,46,0.69244313,9,Contacted but fragile
708324483,0,3,4420,71,0.0,3,4,1548.0,39,0.0049115284,5,Lower-risk active
768612258,0,3,4171,78,0.601,3,3,2700.0,46,0.0020830154,3,Lower-risk active
719659758,0,1,4194,72,0.572,6,0,2919.0,35,0.00043874973,1,Lower-risk active
711313158,0,1,4962,74,0.0,5,1,10721.0,44,0.005518418,5,Lower-risk active
716483358,0,1,5481,68,0.217,5,4,6125.0,29,0.05723595,8,Lower-risk active
719829633,0,3,5026,79,0.542,5,4,3200.0,29,0.0033442099,4,Lower-risk active
812465958,0,2,4960,83,0.081,5,2,12286.0,48,0.00088407676,2,Lower-risk active
786536808,0,3,3928,82,0.0,3,1,21543.0,45,0.003599592,5,Lower-risk active
807369708,0,2,4009,74,0.0,3,4,6355.0,47,0.003555763,5,Lower-risk active
711397533,0,2,3410,62,0.429,4,2,5616.0,41,0.05022313,8,Lower-risk active
711740508,0,2,4615,82,0.592,6,2,2661.0,40,0.00077628635,1,Lower-risk active
715233108,0,1,4121,83,0.304,4,2,2836.0,36,0.00051637046,1,Lower-risk active
813807258,0,3,4670,82,0.0,6,3,1438.3,45,0.0023501597,4,Lower-risk active
769183908,0,3,4321,58,0.324,6,1,2109.0,45,0.021577077,7,Lower-risk active
718451133,0,5,3899,68,0.095,4,4,14951.0,40,0.0016174089,3,Lower-risk active
721115733,0,3,3698,79,0.562,5,2,1591.0,36,0.000777369,1,Lower-risk active
720085233,1,3,2167,38,0.282,6,4,8930.0,40,0.990288,10,Dormant high-risk
717036408,0,3,4560,81,0.347,6,1,4685.0,36,0.003365381,4,Lower-risk active
714427608,0,3,4888,78,0.267,5,1,2555.0,29,0.0018054423,3,Lower-risk active
780019908,0,3,4657,82,0.297,6,2,2172.0,43,0.0010622223,2,Lower-risk active
827898033,1,0,2465,54,0.0,4,3,2912.0,50,0.8635159,9,Contacted but fragile
720302883,0,3,4585,78,0.643,4,1,3390.0,35,0.003006166,4,Lower-risk active
715893633,0,3,4755,81,0.494,4,2,2193.0,36,0.0051777745,5,Lower-risk active
720730683,0,3,4997,84,0.042,5,3,17412.0,36,0.0041166176,5,Lower-risk active
720638283,0,3,4568,83,0.618,4,2,2801.0,20,0.0010166459,2,Lower-risk active
789053883,0,2,3692,84,0.199,4,1,11186.0,31,0.0005876007,1,Lower-risk active
719286708,0,5,4498,76,0.551,4,2,2434.0,39,0.0011313435,2,Lower-risk active
713952558,1,3,2128,40,0.823,3,2,1790.0,43,0.98737085,10,Dormant high-risk
793395933,0,3,4208,69,0.641,4,3,2716.0,53,0.005931159,6,Lower-risk active
813895458,0,3,4617,89,0.0,6,3,2874.0,43,0.0018819475,3,Lower-risk active
771733608,1,3,2276,40,0.0,3,5,1438.3,35,0.99507856,10,Dormant high-risk
710102208,0,2,4464,75,0.0,3,2,18776.0,36,0.0032325506,4,Lower-risk active
719511783,0,2,4916,78,0.832,3,2,1438.3,41,0.0015825869,3,Lower-risk active
712849158,1,3,2186,44,0.126,4,3,19793.0,44,0.97279084,9,Dormant high-risk
783070833,0,2,4408,86,0.768,5,3,2472.0,28,0.0007767192,1,Lower-risk active
713419908,0,2,4537,72,0.0,3,3,12362.0,50,0.0046987114,5,Lower-risk active
789345408,0,3,4983,53,0.502,5,2,1438.3,29,0.1333947,8,Lower-risk active
720992883,0,3,4805,76,0.584,4,3,3189.0,37,0.002022905,3,Lower-risk active
803652633,0,2,5124,70,0.753,4,2,2092.0,41,0.02073678,7,Lower-risk active
789248958,0,2,5259,89,0.854,3,3,2946.0,26,0.0047899885,5,Lower-risk active
716178483,0,3,4334,71,0.0,4,2,2430.0,29,0.009578845,6,Lower-risk active
715440558,0,1,3940,74,0.456,3,2,4143.0,36,0.0008772484,2,Lower-risk active
711535158,1,3,1955,42,0.21,5,3,2197.0,35,0.97490025,9,Dormant high-risk
713647083,0,2,3696,80,0.189,5,3,9314.0,36,0.0012542306,2,Lower-risk active
718311933,1,2,2587,43,0.677,6,2,3719.0,37,0.9896376,10,Lower-risk active
718404783,1,2,2384,33,0.0,5,4,6996.0,49,0.98718876,10,Contacted but fragile
817332483,1,4,2445,43,0.0,6,3,7306.0,47,0.9844297,10,Dormant high-risk
710015733,1,3,3142,37,0.306,3,1,2029.0,30,0.9405812,9,Dormant high-risk
794965233,1,3,1927,44,0.059,6,3,13199.0,45,0.89856017,9,Dormant high-risk
710512833,0,1,5178,79,0.405,6,1,3304.0,29,0.00050011463,1,Lower-risk active
710803008,0,3,4372,68,0.653,6,2,3125.0,30,0.0029887254,4,Lower-risk active
712987608,0,3,4263,84,0.802,3,3,1438.3,40,0.0018290995,3,Lower-risk active
716974383,0,2,1911,35,0.794,3,0,2491.0,28,0.05805152,8,Lower-risk active
720930633,1,4,2341,37,0.0,5,2,1977.0,46,0.9942542,10,Dormant high-risk
710136258,1,2,2833,43,0.0,6,3,1806.0,24,0.9862329,10,Contacted but fragile
779438208,0,3,4606,75,0.606,4,3,1938.0,22,0.0013816976,3,Lower-risk active
721017333,0,2,4606,83,0.628,4,3,3188.0,36,0.0011510503,2,Lower-risk active
720952608,0,1,4396,68,0.658,6,2,2288.0,29,0.00072711747,1,Lower-risk active
712886733,0,3,4268,87,0.752,3,3,1780.0,32,0.0019607656,3,Lower-risk active
810545733,0,3,4228,63,0.624,3,3,2373.0,42,0.005455442,5,Lower-risk active
822132858,1,2,2205,43,0.0,1,2,23250.0,37,0.9965745,10,Mono-product exposed
713526258,1,3,2020,33,0.0,3,4,34516.0,36,0.99500364,10,Dormant high-risk
712877733,0,3,4407,84,0.109,6,3,12882.0,42,0.001186297,2,Lower-risk active
713339283,0,3,4135,71,0.126,4,4,6348.0,39,0.0032929387,4,Lower-risk active
720473433,0,1,4955,78,0.948,5,3,2621.0,36,0.0013382431,2,Lower-risk active
780584658,1,2,2077,61,0.702,4,2,1843.0,22,0.8571109,9,Lower-risk active
711824358,0,3,4524,70,0.0,3,2,3228.0,31,0.007665011,6,Lower-risk active
789990333,0,2,4469,80,0.314,5,2,2303.0,35,0.0009076007,2,Lower-risk active
721332033,0,2,4411,67,0.031,4,1,29195.0,30,0.003277623,4,Lower-risk active
709612983,1,2,2265,41,0.611,5,4,2990.0,36,0.96886474,9,Contacted but fragile
771058908,0,3,4563,72,0.855,3,2,2873.0,42,0.02231116,7,Lower-risk active
715471833,0,1,4525,67,0.0,5,3,28253.0,36,0.0031478012,4,Lower-risk active
711781233,0,1,5221,87,0.0,6,3,1882.0,45,0.003719936,5,Lower-risk active
713947908,0,2,4426,91,0.0,6,2,1630.0,23,0.00084463874,2,Lower-risk active
709741608,0,1,3739,53,0.0,3,2,4546.0,36,0.061019957,8,Lower-risk active
709333608,0,2,4983,84,0.562,6,2,2395.0,46,0.0006695715,1,Lower-risk active
709688883,1,3,2174,39,0.0,4,2,3845.0,36,0.9927557,10,Dormant high-risk
716269308,0,2,4192,90,0.48,4,2,2836.0,36,0.0004447541,1,Lower-risk active
708692583,1,3,2312,44,0.112,3,3,1506.0,31,0.9975746,10,Dormant high-risk
709892658,0,3,4495,67,0.81,5,2,1605.0,38,0.0076114684,6,Lower-risk active
713815383,1,2,2147,44,0.0,3,2,11778.0,36,0.98813814,10,Lower-risk active
710183283,0,1,5032,84,0.0,5,1,2747.0,36,0.0014129746,3,Lower-risk active
711937158,0,3,4837,87,0.0,5,3,2501.0,39,0.004957103,5,Lower-risk active
771486933,0,3,3942,84,0.875,5,2,2563.0,52,0.0006764444,1,Lower-risk active
717450633,1,2,1920,39,0.931,3,4,1659.0,36,0.9691897,9,Contacted but fragile
718421808,0,3,4611,73,0.575,6,2,3068.0,43,0.002390971,4,Lower-risk active
716403633,0,3,4467,69,0.482,5,2,3426.0,50,0.0015653037,3,Lower-risk active
717646983,1,3,2720,53,0.132,4,4,3214.0,49,0.9500345,9,Dormant high-risk
778837083,1,3,2078,62,0.025,3,3,12906.0,31,0.26035047,9,Lower-risk active
768632958,1,4,2508,49,0.125,3,6,8708.0,49,0.95112646,9,Dormant high-risk
715622508,1,4,2094,32,0.0,6,3,7904.0,41,0.99014294,10,Dormant high-risk
708402333,0,2,4782,88,0.289,6,0,4549.0,37,0.00021897846,1,Lower-risk active
708946008,1,2,2445,39,0.844,5,2,1438.3,36,0.98841816,10,Lower-risk active
715625658,0,1,4603,87,0.333,3,3,4476.0,36,0.001056234,2,Lower-risk active
789599283,0,3,3406,62,0.723,5,2,2002.0,38,0.0076976395,6,Lower-risk active
708960858,0,2,4786,85,0.18,3,3,11502.0,21,0.00167018,3,Lower-risk active
814840833,1,3,2393,37,0.318,4,2,7924.0,39,0.9732656,9,Dormant high-risk
772082208,0,2,4254,82,0.0,4,2,16199.0,28,0.0015152185,3,Lower-risk active
711597183,0,3,4571,72,0.0,5,2,1452.0,34,0.00789867,6,Lower-risk active
712110333,1,1,2568,48,0.0,4,3,2179.0,18,0.95990205,9,Contacted but fragile
718673358,1,3,2137,52,0.112,5,4,13590.0,30,0.36879689,9,Lower-risk active
712479633,1,1,2428,43,0.0,3,2,1695.0,20,0.9575133,9,Lower-risk active
716108283,0,3,4833,82,0.356,6,3,4430.0,46,0.0017183969,3,Lower-risk active
779360808,0,3,4937,75,0.696,3,3,2919.0,35,0.0021286854,3,Lower-risk active
716352033,0,3,4869,78,0.37,3,3,2796.0,39,0.0016904088,3,Lower-risk active
716643033,1,3,2981,40,0.828,3,3,2580.0,31,0.9672261,9,Dormant high-risk
711567333,0,3,4581,70,0.607,5,2,2834.0,31,0.0050941505,5,Lower-risk active
788756133,0,1,4400,60,0.576,4,2,2617.0,24,0.0023529385,4,Lower-risk active
755437533,0,3,5005,77,0.836,3,2,1522.0,41,0.0010952256,2,Lower-risk active
713573508,1,2,1740,43,0.026,4,4,16509.0,32,0.98726803,10,Contacted but fragile
709430508,1,2,1849,50,0.182,1,3,7316.0,32,0.87629855,9,Contacted but fragile
710645583,0,1,4349,75,0.228,5,2,7627.0,37,0.0005872905,1,Lower-risk active
714253983,0,2,3675,59,0.0,4,3,9465.0,36,0.011381485,6,Lower-risk active
771566208,0,1,4681,74,0.15,3,2,8795.0,36,0.000912027,2,Lower-risk active
713314533,1,2,1993,41,0.0,6,3,12283.0,27,0.9918562,10,Contacted but fragile
720725883,0,2,4177,68,0.554,5,3,2715.0,20,0.0029624046,4,Lower-risk active
708539583,0,1,3979,63,0.112,6,3,19897.0,25,0.0030158842,4,Lower-risk active
716747283,0,2,5059,79,0.584,5,2,2097.0,36,0.0006952666,1,Lower-risk active
787519683,0,2,4727,78,0.75,3,2,3028.0,30,0.00079167564,1,Lower-risk active
721044333,0,2,4905,91,0.449,5,0,1695.0,22,0.00024365715,1,Lower-risk active
713679633,1,3,1813,51,0.0,6,5,1438.3,33,0.967039,9,Dormant high-risk
711126483,0,3,5136,76,0.416,4,3,1438.3,28,0.0015988225,3,Lower-risk active
814191333,1,4,2153,41,0.011,5,3,24250.0,50,0.98835105,10,Dormant high-risk
715040208,0,3,4115,72,0.172,6,3,5076.0,38,0.0032834697,4,Lower-risk active
710769258,0,2,3895,75,0.341,4,3,4438.0,27,0.001542565,3,Lower-risk active
715227633,0,2,4240,60,0.0,5,3,1964.0,36,0.13236384,8,Lower-risk active
708635058,0,1,4798,85,0.465,4,1,1904.0,44,0.00023823236,1,Lower-risk active
709051533,0,3,4956,92,0.535,6,0,2933.0,26,0.0001594071,1,Lower-risk active
718940208,0,1,3551,68,0.101,6,3,18202.0,44,0.000654187,1,Lower-risk active
712361583,0,3,3756,67,0.022,3,1,34516.0,36,0.02898395,7,Lower-risk active
708390633,0,5,4219,69,0.955,5,3,2421.0,44,0.004702037,5,Lower-risk active
720281508,0,1,4625,91,0.62,3,2,2406.0,34,0.00012022472,1,Lower-risk active
720885558,0,1,4885,74,0.926,5,1,2621.0,37,0.00079481374,1,Lower-risk active
709781208,0,3,5409,82,0.0,5,1,2291.0,26,0.0156627,7,Lower-risk active
710086308,0,2,4680,87,0.323,6,0,3645.0,38,0.00036070883,1,Lower-risk active
713282733,0,3,4341,64,0.513,4,1,3375.0,24,0.003186831,4,Lower-risk active
815812683,0,3,5072,77,0.162,5,2,8856.0,42,0.0017712478,3,Lower-risk active
708204033,0,1,4132,70,0.702,3,1,2980.0,24,0.0010526231,2,Lower-risk active
720040158,0,3,4633,71,0.0,3,2,17656.0,36,0.0033662573,4,Lower-risk active
755996583,1,0,2574,43,0.0,5,3,2475.0,50,0.9890865,10,Contacted but fragile
711359058,0,2,4622,71,0.434,3,2,3942.0,33,0.0020963158,3,Lower-risk active
714064908,0,2,4813,84,0.728,4,3,1771.0,36,0.0011988186,2,Lower-risk active
717074283,1,2,2566,49,0.0,5,6,17678.0,37,0.9730645,9,Contacted but fragile
765847383,0,5,4425,78,0.0,4,3,20958.0,43,0.004693812,5,Lower-risk active
789531633,0,1,5218,88,0.189,4,2,4117.0,46,0.0017396209,3,Lower-risk active
820593033,0,1,4496,64,0.094,3,2,18524.0,39,0.00084335444,2,Lower-risk active
710078358,0,1,4095,88,0.581,5,1,2222.0,26,0.00065323414,1,Lower-risk active
715025208,0,3,4168,63,0.57,5,3,3119.0,46,0.0082206605,6,Lower-risk active
709596783,0,1,4444,78,0.0,5,2,1611.0,34,0.0008471378,2,Lower-risk active
715960308,1,3,2016,49,0.615,3,3,4090.0,44,0.873988,9,Dormant high-risk
716653758,0,3,4226,74,0.0,3,3,1467.0,36,0.0027682078,4,Lower-risk active
787268733,0,1,4535,85,0.617,5,2,2442.0,46,0.00049207703,1,Lower-risk active
789923058,1,3,2474,44,0.0,3,3,1816.0,44,0.9940766,10,Dormant high-risk
771079833,0,3,4332,78,0.0,3,3,1438.3,27,0.0031715082,4,Lower-risk active
710507733,0,3,4038,68,0.11,3,1,14958.0,35,0.006007638,6,Lower-risk active
779269158,1,2,2237,39,0.0,4,4,21961.0,25,0.99075085,10,Contacted but fragile
711627558,0,1,3968,73,0.561,5,2,1625.0,30,0.0009697428,2,Lower-risk active
710536983,0,3,4423,67,0.837,6,3,3007.0,36,0.013556097,7,Lower-risk active
712237458,0,2,3752,78,0.069,3,2,11629.0,28,0.0015102121,3,Lower-risk active
778289883,1,3,2528,41,0.0,3,3,1507.0,32,0.99722797,10,Dormant high-risk
714154533,0,1,4478,56,0.641,6,2,3111.0,36,0.010310013,6,Lower-risk active
803657133,0,3,4757,75,0.762,6,3,1848.0,54,0.0014932409,3,Lower-risk active
769053033,1,2,2104,44,0.608,3,5,4142.0,38,0.9212476,9,Contacted but fragile
713613258,0,1,4461,71,0.0,6,2,1438.3,36,0.0009784666,2,Lower-risk active
768544833,0,2,4531,77,0.642,6,3,2202.0,39,0.00107697,2,Lower-risk active
720782658,0,2,5079,80,0.487,4,3,3591.0,36,0.0012938473,2,Lower-risk active
768162108,1,3,2451,50,0.0,5,3,4781.0,43,0.9414006,9,Dormant high-risk
710511858,0,3,4741,88,0.376,3,3,3832.0,36,0.001151795,2,Lower-risk active
714516033,0,2,4412,87,0.111,4,0,9025.0,44,0.0002468786,1,Lower-risk active
788630958,0,1,3264,67,0.0,3,2,11627.0,28,0.0074090012,6,Lower-risk active
717646008,0,2,4338,67,0.0,6,2,5686.0,46,0.008932161,6,Lower-risk active
712290258,0,1,4056,67,0.698,5,3,2636.0,40,0.0011119271,2,Lower-risk active
716292033,0,2,4815,84,0.0,6,3,1438.3,36,0.003442688,4,Lower-risk active
780372408,0,2,4317,69,0.174,6,2,4976.0,33,0.0117613375,6,Lower-risk active
720853158,0,3,4576,70,0.115,6,3,13951.0,24,0.005950643,6,Lower-risk active
823507833,0,3,4510,79,0.066,4,2,14370.0,40,0.002318553,4,Lower-risk active
711111633,0,2,3844,75,0.0,5,2,21681.0,49,0.0010908112,2,Lower-risk active
709904508,0,3,4190,71,0.624,5,3,2634.0,40,0.0008506609,2,Lower-risk active
712022883,0,1,4555,82,0.417,4,2,2204.0,27,0.000550005,1,Lower-risk active
712173108,0,1,4228,82,0.814,3,3,2447.0,36,0.0004440033,1,Lower-risk active
714156633,0,3,4533,79,0.0,3,2,3068.0,36,0.0076998468,6,Lower-risk active
714581358,1,3,2204,36,0.0,3,4,1502.0,43,0.99840313,10,Dormant high-risk
713256033,0,3,3955,74,0.384,5,3,4181.0,25,0.0016584188,3,Lower-risk active
825831933,0,2,4528,81,0.352,4,2,3136.0,48,0.0007682696,1,Lower-risk active
720274158,0,2,3879,76,0.38,4,2,4478.0,35,0.00057491165,1,Lower-risk active
772394883,1,6,2869,43,0.0,3,3,7359.0,50,0.9981415,10,Dormant high-risk
794253108,0,3,3851,78,0.0,3,2,13090.0,46,0.002163936,4,Lower-risk active
720899883,0,2,3770,82,0.0,6,2,6849.0,35,0.0016258298,3,Lower-risk active
714313608,0,3,4356,74,0.446,5,0,4228.0,36,0.0012011622,2,Lower-risk active
716602683,0,3,5092,70,0.367,3,2,5678.0,36,0.026003048,7,Lower-risk active
715928808,0,5,4580,75,0.307,3,2,3964.0,31,0.0008916359,2,Lower-risk active
771899433,1,2,1263,27,0.305,5,4,7970.0,37,0.79465955,9,Contacted but fragile
714771708,0,3,4281,69,0.0,5,3,4692.0,26,0.004644779,5,Lower-risk active
709711758,1,2,1853,31,0.0,3,2,1942.0,32,0.9975049,10,Lower-risk active
721137558,1,2,2011,42,0.154,1,3,5821.0,28,0.99707806,10,Contacted but fragile
820268358,0,1,4534,75,0.62,4,3,2357.0,43,0.0006966591,1,Lower-risk active
709273383,0,1,4136,77,0.084,3,2,8294.0,36,0.00030740234,1,Lower-risk active
822959133,0,3,4508,83,0.657,4,3,3174.0,26,0.00078012847,1,Lower-risk active
720491958,0,3,4302,74,0.0,4,3,1438.3,36,0.004780748,5,Lower-risk active
713607108,0,1,4486,61,0.771,6,2,1852.0,31,0.002053508,3,Lower-risk active
709729533,1,3,2169,49,0.253,4,1,1809.0,39,0.9728381,9,Dormant high-risk
717890583,0,1,4671,93,0.449,4,2,3503.0,38,0.00028850988,1,Lower-risk active
718384233,0,2,4258,58,0.049,4,2,17835.0,39,0.03399207,7,Lower-risk active
713401758,0,2,4897,75,0.431,6,3,3383.0,36,0.002253548,4,Lower-risk active
773257233,0,2,3534,70,0.204,4,3,7128.0,39,0.0035106926,4,Lower-risk active
713556033,0,2,3959,59,0.549,5,3,1438.3,22,0.013629904,7,Lower-risk active
719265108,0,3,4430,94,0.312,6,2,3815.0,33,0.0003660528,1,Lower-risk active
778740708,0,3,4203,69,0.506,3,2,1902.0,27,0.0024753415,4,Lower-risk active
710952933,0,2,4226,75,0.604,5,3,2077.0,36,0.00066097325,1,Lower-risk active
720991833,1,3,2603,53,0.831,4,4,2514.0,36,0.86760616,9,Dormant high-risk
779954658,0,3,4714,82,0.0,4,3,34516.0,40,0.0058588106,6,Lower-risk active
714204108,0,3,3859,55,0.696,3,0,2144.0,38,0.064244345,8,Lower-risk active
805546308,0,3,4554,83,0.423,3,2,5951.0,56,0.0037057775,5,Lower-risk active
716244933,0,5,4674,87,0.0,3,3,4806.0,36,0.003594919,5,Lower-risk active
712018233,0,3,4697,94,0.152,3,3,16612.0,34,0.0018387598,3,Lower-risk active
802878408,0,2,4116,88,0.0,6,2,2799.0,47,0.0014964987,3,Lower-risk active
719504433,0,3,3434,71,0.094,4,3,18064.0,54,0.0062201372,6,Lower-risk active
794558658,0,1,4783,86,0.559,3,3,2560.0,34,0.0005149112,1,Lower-risk active
711634008,0,2,4591,70,0.0,6,2,5821.0,36,0.0037076157,5,Lower-risk active
708260208,0,3,4321,76,0.622,4,2,2057.0,36,0.0011916261,2,Lower-risk active
713435058,0,2,4715,66,0.755,5,3,1972.0,42,0.005779408,5,Lower-risk active
719656533,0,2,4149,79,0.0,6,3,2675.0,36,0.0027716917,4,Lower-risk active
719709558,0,1,4518,79,0.342,3,2,6223.0,33,0.00047741065,1,Lower-risk active
710311233,0,3,4498,86,0.0,3,3,7632.0,37,0.003923366,5,Lower-risk active
719216508,0,2,4960,77,0.773,5,1,3258.0,36,0.006726709,6,Lower-risk active
713105508,0,3,3754,53,0.059,4,3,34516.0,29,0.021542706,7,Lower-risk active
710719683,0,3,4460,88,0.277,3,2,3054.0,43,0.00087544264,2,Lower-risk active
817892208,0,1,4006,72,0.0,5,1,1438.3,30,0.000558711,1,Lower-risk active
714102183,1,2,1872,41,0.286,1,3,7970.0,36,0.99729544,10,Contacted but fragile
715410783,1,2,2400,34,0.312,5,3,1836.0,36,0.9883456,10,Contacted but fragile
718202658,0,2,5265,98,0.085,3,3,9397.0,36,0.00085802656,2,Lower-risk active
719445633,0,2,4919,69,0.0,4,3,1601.0,36,0.00788213,6,Lower-risk active
709820658,0,2,3785,64,0.034,3,3,34516.0,36,0.0036321399,5,Lower-risk active
718481283,0,1,5210,73,0.611,5,3,1822.0,43,0.0020171613,3,Lower-risk active
789300408,0,2,4293,87,0.434,3,2,1614.0,30,0.000778304,1,Lower-risk active
711970533,0,2,4365,71,0.905,3,0,1491.0,41,0.00039689286,1,Lower-risk active
815088483,0,1,3864,64,0.455,4,3,2543.0,23,0.0006213567,1,Lower-risk active
717139608,0,2,4635,65,0.525,3,3,3462.0,36,0.00996755,6,Lower-risk active
717626508,0,3,5495,87,0.0,3,1,1699.0,36,0.011222592,6,Lower-risk active
767668908,1,4,1552,32,0.14,3,3,13095.0,40,0.91692865,9,Dormant high-risk
712484733,0,2,4674,85,0.285,6,3,8823.0,32,0.0029184544,4,Lower-risk active
716216958,0,1,4386,63,0.199,6,1,4429.0,42,0.0037976908,5,Lower-risk active
714246333,1,4,2107,39,0.334,1,3,5396.0,48,0.9931544,10,Dormant high-risk
718693683,0,1,3918,74,0.912,4,3,2418.0,53,0.0023479806,4,Lower-risk active
716298633,0,2,5774,84,0.859,5,3,2086.0,47,0.004300954,5,Lower-risk active
755661933,1,3,2434,45,0.353,5,3,1899.0,41,0.9897183,10,Dormant high-risk
712914783,0,1,4743,82,0.0,4,2,7564.0,31,0.0010654685,2,Lower-risk active
711240108,0,2,4800,61,0.093,3,2,13116.0,31,0.048711848,8,Lower-risk active
721396758,0,1,5062,80,0.421,3,3,1438.3,36,0.0006725858,1,Lower-risk active
715636533,0,1,4833,73,0.0,4,2,3716.0,36,0.011811891,6,Lower-risk active
711508608,0,5,4351,74,0.483,3,3,3069.0,36,0.0017196015,3,Lower-risk active
716669658,1,3,2760,38,0.802,6,3,2006.0,33,0.9495958,9,Dormant high-risk
718212633,0,2,3635,79,0.757,5,1,2948.0,36,0.001147554,2,Lower-risk active
708357183,0,2,3511,64,0.0,4,3,1438.3,38,0.0072483043,6,Lower-risk active
713629533,0,2,4321,83,0.466,3,3,1438.3,36,0.0013340375,2,Lower-risk active
771450708,0,3,4363,73,0.41,5,1,4669.0,46,0.0015457872,3,Lower-risk active
711311883,0,2,3299,63,0.0,5,2,13994.0,35,0.01457164,7,Lower-risk active
802673508,1,5,2460,39,0.0,3,3,8760.0,51,0.9966689,10,Dormant high-risk
708113208,0,2,4375,69,0.0,3,2,1688.0,36,0.0047332905,5,Lower-risk active
788786208,0,3,4725,85,0.182,6,3,9881.0,27,0.001616286,3,Lower-risk active
720043533,0,2,4211,66,0.202,6,0,4534.0,26,0.0031893754,4,Lower-risk active
801083133,0,3,3691,69,0.408,5,3,3545.0,51,0.002353196,4,Lower-risk active
716246733,0,2,4681,71,0.823,4,2,1857.0,49,0.0009910124,2,Lower-risk active
807157833,0,1,4284,73,0.382,5,1,3334.0,51,0.0013540842,2,Lower-risk active
721032633,1,3,2590,50,0.801,5,4,2496.0,32,0.7296716,9,Dormant high-risk
828285858,0,1,4053,66,0.532,3,2,1438.3,37,0.0010162658,2,Lower-risk active
718890933,1,2,2429,38,0.0,3,2,1438.3,27,0.99435544,10,Lower-risk active
711148308,0,2,4173,77,0.137,4,2,9357.0,46,0.00057000894,1,Lower-risk active
712810233,0,2,4258,80,0.691,3,3,2423.0,36,0.00090542366,2,Lower-risk active
714098883,0,2,4773,80,0.833,5,2,1936.0,36,0.0012605751,2,Lower-risk active
779327733,0,3,3861,81,0.569,4,3,1783.0,25,0.0013381974,2,Lower-risk active
716364408,0,1,4155,62,0.0,4,2,1438.3,36,0.0027270815,4,Lower-risk active
710461083,0,1,4333,84,0.0,4,3,1438.3,46,0.0014444229,3,Lower-risk active
709306983,0,3,4721,81,0.097,6,2,10580.0,36,0.00428485,5,Lower-risk active
769035933,0,3,3507,68,0.286,5,2,4597.0,48,0.007446268,6,Lower-risk active
